Id,Name,Created at,Updated at,Client,Info page url,Tourist map,Id [Scenes],Name [Scenes],Created at [Scenes],Updated at [Scenes],Thumbnail [Scenes],Sort number [Scenes],Activity [Scenes],Game reset [Scenes],Visibility [Scenes],Actions [Scenes],Credentials [Scenes],Sc enabled [Scenes],Room name [Scenes],Game [Scenes]
212,創業者年會,2022年12月22日 09:01,2022年12月22日 09:01,1, - ,,"2468,1511,1189,2301,2374","創業者年會,亞灣新創園,HoloParkScene,夢想遊樂園,高雄市經發局","2022年12月21日 09:44,2021年09月30日 17:39,2021年08月14日 14:04,2022年11月02日 11:09,2022年11月23日 09:05","2023年01月09日 19:18,2024年03月26日 15:51,2022年12月05日 16:29,2023年11月16日 07:17,2023年12月29日 09:32","https://api.lig.com.tw/ar_asset/oathr1lqe6etbyty67x5xecb6231.jpeg,https://api.lig.com.tw/ar_asset/hls3lvues7xev5wn3oxohm69t4fj.png,https://api.lig.com.tw/ar_asset/yjzn6q8n1if1hw8bpmbaojtcdehw.png, - ,https://api.lig.com.tw/ar_asset/2nc7k3w6b96d44ml6kykoz6rszw0.jpeg","0,0,0,0,0"," - , - , - , - , - ","false,false,false,false,false","2,1,1,1,1"," - , - , - , - , - "," - , - , - , - , - ","false,false,false,false,false"," - , - , - , - , - "," - , - , - , - , - "
213,台北通開發人員,2022年12月22日 14:07,2022年12月22日 14:07,1, - ,,2009,元宇宙 in 市政府,2022年06月24日 11:15,2022年12月27日 09:01,https://api.lig.com.tw/ar_asset/hocptv7t06r504pbio4iftykfz25.jpg,0, - ,false,2, - , - ,false, - , - 
214,耶誕嘉年華主舞台,2022年12月22日 17:59,2022年12月22日 18:11,1, - ,,2461,空總耶誕嘉年華-peter,2022年12月19日 16:11,2022年12月19日 16:13, - ,0, - ,false,1, - , - ,false, - , - 
215,耶誕嘉年華元宇宙,2022年12月22日 18:11,2022年12月22日 18:11,1, - ,,2103,空總耶誕嘉年華,2022年09月01日 14:15,2022年12月14日 16:27, - ,0, - ,false,1, - , - ,false, - , - 
218,23科技燈區,2023年01月06日 12:42,2023年01月06日 12:42,1, - ,,2541,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版,2023年01月16日 13:37,2023年01月16日 16:30, - ,0, - ,false,2, - , - ,false, - , - 
219,mike測試,2023年01月09日 15:01,2023年03月08日 11:31,1, - ,,"2301,2537,2568,2582,2884","夢想遊樂園,元宵燈節第一區,第五區ATT,第六區101,大稻埕-貨櫃碼頭_導覽員複製-plain","2022年11月02日 11:09,2023年01月13日 09:18,2023年02月16日 14:50,2023年02月21日 13:34,2023年08月18日 00:03","2023年11月16日 07:17,2023年01月16日 11:25,2023年02月16日 14:50,2023年02月21日 13:34,2023年08月18日 00:09"," - , - , - , - , - ","0,0,0,0,0"," - , - , - , - , - ","false,false,false,false,true","1,1,1,1,1"," - , - , - , - , - "," - , - , - , - , - ","false,false,false,false,false"," - , - , - , - , - "," - , - , - , - , - "
221,運營_燈會test,2023年01月10日 11:28,2023年02月10日 14:31,1, - ,,2541,RC_23科技燈區_0113_上架用_忽略可視距離_精靈已換好_參差版,2023年01月16日 13:37,2023年01月16日 16:30, - ,0, - ,false,2, - , - ,false, - , - 
222,信義第二區第一關,2023年01月17日 10:20,2023年07月07日 11:40,1,https://cloud.lig.com.tw/messages/26,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGczIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f591e059129c64992a2b7567e53b808840a8d852/%E7%AC%AC%E4%BA%8C%E5%8D%80%E7%AC%AC%E5%9B%9B%E9%97%9C%E7%BE%8E%E8%A1%93_%E7%AC%AC%E5%9B%9B%E9%97%9C%E5%AF%B6%E8%97%8F%E5%9C%B0%E5%9C%96.png,2738,粽邪第四關解謎,2023年05月17日 14:56,2023年07月10日 08:59, - ,0, - ,false,1, - , - ,false, - , - 
223,信義第四區第一關,2023年01月17日 14:54,2023年06月09日 15:45,1, - ,,2843,拼圖-複製,2023年07月27日 14:39,2023年07月27日 14:40, - ,0, - ,false,1, - , - ,false, - , - 
224,acer展廳,2023年01月19日 10:24,2023年01月19日 10:24,1, - ,,2502,acer 新年,2023年01月04日 16:34,2023年02月04日 15:19, - ,0, - ,false,1, - , - ,false, - , - 
231,julia_Demo_Hank 辦公室,2023年02月14日 16:02,2023年02月14日 16:02,1, - ,,"1914,1862,1511,2374","臺北市政府大廳AR導覽,海底世界-複製確認,亞灣新創園,高雄市經發局","2022年03月28日 17:35,2022年02月21日 16:07,2021年09月30日 17:39,2022年11月23日 09:05","2023年05月16日 09:44,2024年03月06日 11:25,2024年03月26日 15:51,2023年12月29日 09:32","https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,https://api.lig.com.tw/ar_asset/hls3lvues7xev5wn3oxohm69t4fj.png,https://api.lig.com.tw/ar_asset/2nc7k3w6b96d44ml6kykoz6rszw0.jpeg","0,3,0,0"," - ,24, - , - ","false,false,false,false","1,1,1,1"," - , - , - , - "," - , - , - , - ","false,false,false,false"," - , - , - , - "," - , - , - , - "
232,茂林新威遊客中心,2023年02月17日 12:22,2023年04月25日 13:22,1,https://cloud.lig.com.tw/messages/13,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBblUwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--57da455f5c444e00344c15924d51614051b4e025/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-04.png,2574,新威旅客中心,2023年02月20日 15:08,2024年04月10日 10:44, - ,0, - ,false,1, - , - ,false, - , - 
233,新威遊客中心1F,2023年02月17日 12:48,2023年04月25日 13:22,1,https://cloud.lig.com.tw/messages/1,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBblEwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0d8fbfef14348c55e263a194c5808f152646ec06/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-03.png,2575,新威旅客中心-1F,2023年02月20日 15:12,2023年12月21日 09:52, - ,0, - ,false,1, - , - ,false, - , - 
234,茂林新威遊客中心2F,2023年02月17日 13:31,2023年04月25日 13:22,1,https://cloud.lig.com.tw/messages/12,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbk0wIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2892e6ced1bb06a97905587a0365c6b2fc3d57a3/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,2576,新威旅客中心-2F,2023年02月20日 15:13,2023年03月13日 09:14, - ,0, - ,false,1, - , - ,false, - , - 
235,禮納里遊客服務中心,2023年02月17日 15:20,2023年04月25日 13:21,1,https://cloud.lig.com.tw/messages/15,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkkwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c0a0179474d79be8aa7e0d2d607bfe4ded70d417/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-05.png,2577,禮納里旅客服務中心-室外,2023年02月20日 15:51,2023年03月14日 13:56, - ,0, - ,true,1, - , - ,false, - , - 
236,禮納里遊客服務中心-1F,2023年02月17日 16:14,2023年04月25日 13:21,1,https://cloud.lig.com.tw/messages/14,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkUwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e5fc9bd927820428d609edefa8402aa0cf523ac6/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-01.png,2578,禮納里旅客服務中心-室內,2023年02月20日 16:33,2023年03月14日 10:18, - ,0, - ,false,1, - , - ,false, - , - 
237,att4fun,2023年02月18日 09:12,2023年02月18日 09:12,1, - ,,2842,數字解謎-att,2023年07月27日 11:34,2023年07月27日 11:35, - ,0, - ,false,1, - , - ,false, - , - 
238,101,2023年02月18日 11:48,2023年02月18日 11:48,1, - ,,2009,元宇宙 in 市政府,2022年06月24日 11:15,2022年12月27日 09:01,https://api.lig.com.tw/ar_asset/hocptv7t06r504pbio4iftykfz25.jpg,0, - ,false,2, - , - ,false, - , - 
239,互動地圖DEMO,2023年02月22日 07:35,2023年02月22日 07:35,1, - ,,"2585,2587,2588,2561","互動地圖demo,RC_Demo_6號隧道,RC_Demo_勝興車站,RC_Demo_龍騰斷橋","2023年02月22日 00:18,2023年02月22日 13:01,2023年02月22日 13:06,2023年02月13日 17:23","2023年02月22日 07:07,2023年07月14日 10:43,2023年07月14日 10:43,2023年07月14日 10:43"," - , - , - , - ","0,0,0,0"," - , - , - , - ","false,false,false,false","1,1,1,1"," - , - , - , - "," - , - , - , - ","false,false,false,false"," - , - , - , - "," - , - , - , - "
242,智慧城市展,2023年03月28日 14:47,2023年03月28日 14:47,1, - ,,2625,智慧城市展_showroom,2023年03月17日 11:38,2023年04月19日 17:05, - ,0, - ,false,1, - , - ,false, - , - 
243,智慧城市展-高雄場,2023年03月29日 15:01,2023年03月29日 15:01,1, - ,,2647,智慧城市高雄展,2023年03月29日 07:12,2024年04月22日 11:49,https://api.lig.com.tw/ar_asset/bsot9eg1qxe5e862a2l2dtdxdt67.jpg,0, - ,false,1, - , - ,false, - , - 
244,0.0.0,2023年03月30日 08:52,2023年03月30日 08:52,1, - ,,"3103,2578,2577,2576,2575,2574,2042,3428,1862,3456,3388,1822,3477,2984,3460","苗栗車站_苗栗縣政府,禮納里旅客服務中心-室內,禮納里旅客服務中心-室外,新威旅客中心-2F,新威旅客中心-1F,新威旅客中心,星光大道,海底世界,海底世界-複製確認,智慧城市展測試,大稻埕_春節_貨櫃市集-1.2貓(上架),0.0.0,茂林DEMO,苗栗車站,直播間-測試","2023年10月31日 11:37,2023年02月20日 16:33,2023年02月20日 15:51,2023年02月20日 15:13,2023年02月20日 15:12,2023年02月20日 15:08,2022年07月22日 09:50,2024年03月06日 10:22,2022年02月21日 16:07,2024年03月20日 12:15,2024年01月25日 17:47,2022年01月13日 15:24,2024年04月11日 14:27,2023年09月22日 11:41,2024年03月21日 14:41","2024年04月08日 11:44,2023年03月14日 10:18,2023年03月14日 13:56,2023年03月13日 09:14,2023年12月21日 09:52,2024年04月10日 10:44,2024年03月05日 13:09,2024年03月06日 10:22,2024年03月06日 11:25,2024年03月20日 17:21,2024年01月29日 16:54,2023年08月15日 15:09,2024年04月11日 14:27,2023年10月06日 14:38,2024年03月25日 16:29","https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg, - , - , - , - , - , - ,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg, - , - , - , - ,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg, - ","3,0,0,0,0,0,1,3,3,0,0,0,0,1,0"," - , - , - , - , - , - ,23,24,24, - , - , - , - , - , - ","false,false,true,false,false,false,false,false,false,false,false,false,false,false,false","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"," - , - , - , - , - , - , - , - , - , - , - , - , - , - , - "," - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ","false,false,false,false,false,false,false,false,false,false,false,false,false,false,true"," - , - , - , - , - , - , - , - , - , - , - , - , - , - ,場景-3460-直播間-測試"," - , - , - , - , - , - , - , - , - , - , - , - , - , - , - "
245,茂林新威旅客中心,2023年03月31日 16:28,2023年04月24日 06:10,52, - ,,2687,新威旅客中心-[練習區],2023年04月22日 13:00,2023年04月24日 10:42, - ,0, - ,false,1, - , - ,false, - , - 
246,茂林新威旅客中心2F,2023年03月31日 16:29,2023年03月31日 16:29,52, - ,,,,,,,,,,,,,,,
247,禮納里旅客服務中心,2023年03月31日 16:29,2023年03月31日 16:30,52, - ,,,,,,,,,,,,,,,
248,禮納里旅客服務中心-1F,2023年03月31日 16:30,2023年03月31日 16:30,52, - ,,,,,,,,,,,,,,,
249,茂林新威旅客中心-咖啡廳,2023年04月17日 17:49,2023年04月17日 17:49,1, - ,,2669,茂林新威旅客中心-咖啡廳,2023年04月17日 17:49,2024年04月08日 11:59, - ,11, - ,false,1, - , - ,false, - , - 
251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,,"1934,2653,2756,2669,1660,3409,3472,3475,3488,3477,3412,2574,2577","擁恆_豬哥亮,光時代辦公室解謎,高雄市經發局-複製henry,茂林新威旅客中心-咖啡廳,數位轉型政策白皮書,台北市地圖,大稻埕-貨櫃市集_萬聖節_mike,苑里-休息區,旅展場景,茂林DEMO,動作：呼叫 AI 客服,新威旅客中心,禮納里旅客服務中心-室外","2022年04月12日 13:09,2023年04月10日 13:17,2023年05月30日 17:57,2023年04月17日 17:49,2021年12月15日 09:28,2024年02月16日 14:40,2024年04月08日 09:58,2024年04月11日 13:24,2024年04月26日 18:20,2024年04月11日 14:27,2024年02月19日 11:41,2023年02月20日 15:08,2023年02月20日 15:51","2024年04月08日 11:55,2024年04月08日 11:56,2024年04月08日 11:56,2024年04月08日 11:59,2024年04月08日 11:58,2024年04月08日 11:59,2024年04月08日 11:43,2024年04月11日 13:25,2024年05月28日 18:18,2024年04月11日 14:27,2024年02月19日 11:41,2024年04月10日 10:44,2023年03月14日 13:56","https://api.lig.com.tw/ar_asset/9x4ep2rv0hgf9nu5pdhoow3oecvq.png, - ,https://api.lig.com.tw/ar_asset/2nc7k3w6b96d44ml6kykoz6rszw0.jpeg, - ,https://api.lig.com.tw/ar_asset/sg5ibvosc55cjmjj9g3bwaxhdmv3.png, - , - , - , - , - , - , - , - ","4,5,16,11,12,6,2,0,0,0,0,0,0"," - , - , - , - , - , - , - , - , - , - , - , - , - ","false,false,false,false,false,false,false,false,false,false,false,false,true","1,1,1,1,1,1,1,1,1,1,1,1,1"," - , - , - , - , - , - , - , - , - , - , - , - , - "," - , - , - , - , - , - , - , - , - , - , - , - , - ","false,false,false,false,false,false,false,false,false,false,false,false,false"," - , - , - , - , - , - , - , - , - , - , - , - , - "," - , - , - , - , - , - , - , - , - , - , - , - , - "
252,Ruby_黑小貓965座標系,2023年05月08日 10:29,2024年03月05日 15:50,1, - ,,"3013,1857","RC_星竹東,皇穹陵","2023年09月27日 17:00,2022年02月15日 13:45","2023年10月28日 08:59,2022年02月17日 20:06","https://assets.lig.com.tw/ar_asset/pbeslj79u8psnl5qmus84cepg6y4.jpg, - ","0,0"," - , - ","false,false","1,1"," - , - "," - , - ","false,false"," - , - "," - , - "
255,粽邪7樓快問快答第一組,2023年05月24日 14:38,2023年06月26日 19:55,1, - ,,2708,粽邪7樓快問快答第一組,2023年04月25日 10:18,2023年06月13日 09:59, - ,0, - ,false,1, - , - ,false, - , - 
256,銘傳招生4F,2023年05月24日 17:25,2023年05月24日 17:25,1, - ,,3016,mcu,2023年10月03日 15:19,2023年10月03日 15:19, - ,0, - ,false,1, - , - ,false, - , - 
257,信義第一區第二關,2023年05月30日 10:31,2023年06月09日 13:31,1,https://cloud.lig.com.tw/messages/23,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0EzIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f9259d6ee16394afcb7400112cb38c21232b73de/%E5%AF%B6%E8%97%8F%E5%9C%96%E9%97%9C%E5%8D%A1%E4%BA%8C.png,2752,粽邪第二關解謎,2023年05月29日 13:34,2023年08月01日 09:32, - ,0, - ,false,1, - , - ,false, - , - 
259,信義第一區第三關,2023年06月02日 10:10,2023年06月09日 13:31,1,https://cloud.lig.com.tw/messages/23,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0UzIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--24d90b813aa60414a8cdfcd73ba86ef29efd507f/%E5%AF%B6%E8%97%8F%E5%9C%96%E9%97%9C%E5%8D%A1%E4%B8%89%20.png,2759,粽邪第三關解謎,2023年05月31日 15:11,2023年08月01日 09:32, - ,0, - ,false,1, - , - ,false, - , - 
260,信義第二區第二關,2023年06月09日 15:36,2023年07月07日 11:40,1,https://cloud.lig.com.tw/messages/26,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWszIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cc676d74d7587ae5da9c6754296834e2eb26b659/%E7%AC%AC%E4%BA%8C%E9%97%9C_%E7%AC%AC%E4%BA%94%E9%97%9C%E5%AF%B6%E8%97%8F%E5%9C%B0%E5%9C%96.png,2807,粽邪第五關解謎,2023年06月29日 09:55,2023年07月12日 11:54, - ,100, - ,false,1, - , - ,false, - , - 
261,信義第四區第二關,2023年06月09日 15:48,2023年09月06日 16:00,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbjgrIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f6695ab68f64f1a8c7359b98792267f758915a05/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E.png,"2903,2904","玩家1,玩家2","2023年09月01日 14:25,2023年09月01日 14:29","2023年09月05日 17:42,2023年09月05日 17:43","https://api.lig.com.tw/ar_asset/6e7zakmlzeiozr0593qam5x1jvp8.png,https://api.lig.com.tw/ar_asset/lr8agnnzzmbdrlnfere4ov6frjyi.png","0,0"," - , - ","false,false","1,1"," - , - "," - , - ","false,false"," - , - "," - , - "
264,粽邪快問快答,2023年06月26日 14:02,2023年06月26日 14:02,1, - ,,2802,粽邪7樓快問快答第二組,2023年06月26日 13:58,2023年06月28日 20:44, - ,0, - ,false,1, - , - ,false, - , - 
265,和正豐回收機,2023年07月14日 09:51,2023年07月14日 09:51,1, - ,,2820,新竹回收機,2023年07月11日 18:11,2023年07月11日 18:11, - ,0, - ,false,1, - , - ,false, - , - 
267,大稻埕_貨櫃市集-3貓,2023年07月31日 15:49,2024年02月01日 16:21,1,https://cloud.lig.com.tw/messages/133,,3393,大稻埕_春節_貨櫃市集-3貓(上架),2024年01月30日 14:03,2024年02月01日 09:59, - ,0, - ,false,1, - , - ,false, - , - 
268,大稻埕_貨櫃市集-1貓(5126)+2貓(4963),2023年07月31日 16:19,2024年02月01日 16:21,1,https://cloud.lig.com.tw/messages/133,,3388,大稻埕_春節_貨櫃市集-1.2貓(上架),2024年01月25日 17:47,2024年01月29日 16:54, - ,0, - ,false,1, - , - ,false, - , - 
269,大稻埕-迪化街-2,2023年08月01日 09:28,2024年02月01日 16:20,1,https://cloud.lig.com.tw/messages/133,,3392,大稻埕_春節_迪化街-2貓(上架) ,2024年01月30日 10:44,2024年01月30日 10:46, - ,0, - ,true,1, - , - ,false, - , - 
270,信義第三區-2,2023年08月02日 09:43,2023年08月02日 14:21,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa283IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6287611c1389bc976f99723a9e658787dba4e7b1/%E7%AC%AC%E5%85%AD%E9%97%9C%E7%BE%8E%E8%A1%93%E7%B4%A0%E6%9D%90%EF%BC%BF%E7%B0%A1%E5%96%AE_%E9%97%9C%E5%8D%A1%E5%85%AD%E5%9C%B0%E5%9C%96.png,2844,粽邪第六關-2,2023年07月31日 10:08,2023年07月31日 10:08, - ,0, - ,false,1, - , - ,false, - , - 
272,ATT新,2023年08月07日 10:09,2023年08月07日 10:10,1, - ,,"2842,2871","數字解謎-att,貨櫃市集-元宇宙版","2023年07月27日 11:34,2023年08月11日 08:28","2023年07月27日 11:35,2023年08月19日 10:54"," - , - ","0,0"," - , - ","false,false","1,1"," - , - "," - , - ","false,false"," - , - "," - , - "
273,嘉義聯合,2023年08月08日 03:14,2024年05月10日 12:08,1,https://cloud.lig.com.tw/messages/133,,3494,嘉義海底世界,2024年05月13日 15:36,2024年05月13日 15:37,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,3,24,false,1, - , - ,false, - , - 
275,大稻埕_迪化街-3,2023年08月08日 03:15,2024年02月01日 16:20,1,https://cloud.lig.com.tw/messages/133,,3395,大稻埕_春節_迪化街-3貓(上架),2024年01月30日 15:25,2024年01月31日 15:12, - ,0, - ,true,1, - , - ,false, - , - 
276,桃園綠色方舟館-嘟嘟,2023年08月08日 13:18,2023年08月08日 13:18,1, - ,,2864,綠色方舟館-桃園嘟嘟,2023年08月07日 22:21,2023年08月08日 16:04, - ,0, - ,false,1, - , - ,false, - , - 
277,綠色方舟館-海底世界,2023年08月08日 13:41,2023年08月08日 13:41,1, - ,,2858,海底世界-綠色方舟館,2023年08月04日 18:04,2023年12月01日 11:45,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,0, - ,false,1, - , - ,false, - , - 
278,華英街-中,2023年08月15日 13:53,2024年02月01日 16:20,1,https://cloud.lig.com.tw/messages/133,,3400,大稻埕_春節_華英街(上架),2024年01月31日 16:37,2024年01月31日 16:39, - ,0, - ,true,1, - , - ,false, - , - 
279,henry Test,2023年08月19日 20:53,2023年08月19日 20:53,1, - ,,2929,星星隊：多功能新手練習區,2023年09月13日 00:31,2024年04月08日 11:43,https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png,20, - ,false,1, - , - ,false, - , - 
281,杏子豬排信義威秀店 門口,2023年08月21日 10:36,2023年08月29日 11:29,1, - ,,2897,豬排,2023年08月29日 10:27,2023年09月26日 10:20, - ,0, - ,false,1, - , - ,false, - , - 
282,杏子豬排 - 內部測試用,2023年08月21日 11:37,2023年09月08日 17:03,1, - ,,"2897,2886","豬排,威許-六角-豬排","2023年08月29日 10:27,2023年08月21日 11:09","2023年09月26日 10:20,2023年08月21日 12:19"," - , - ","0,1"," - , - ","false,false","1,1"," - , - "," - , - ","false,false"," - , - "," - , - "
285,苗栗車站,2023年08月22日 15:19,2023年11月01日 23:50,1, - ,,2984,苗栗車站,2023年09月22日 11:41,2023年10月06日 14:38,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,1, - ,false,1, - , - ,false, - , - 
286,4858,2023年09月06日 14:29,2023年09月06日 14:29,54, - ,,1903,蘭花奇幻世界主題館,2022年03月23日 10:53,2023年11月07日 15:11, - ,0, - ,false,1, - ,"---
main:
  type: basic
  id: bingsin_admin
  pwd: 25d55ad283aa400af464c76d713c07ad
  url: https://www.nksdata.tw/arapi/api.asmx/userLogin
  additionals:
    token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9
",false, - , - 
287,國圖-多功能教室,2023年09月11日 11:13,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3BBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--86eec958051b056b105cf36e5e717f2353eee640/%E5%9C%B0%E5%9C%96-01.png,"2929,2969,2974","星星隊：多功能新手練習區,月亮隊：多功能新手練習區,太陽隊：多功能新手練習區","2023年09月13日 00:31,2023年09月21日 09:49,2023年09月21日 10:20","2024年04月08日 11:43,2023年10月03日 23:38,2023年10月03日 23:38","https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png,https://api.lig.com.tw/ar_asset/hgdhrlj1n7nyqwxkqsgldjztgup4.png,https://api.lig.com.tw/ar_asset/dpzes927hdhk2rf5gn4qfd8ue54a.png","20,0,0"," - , - , - ","false,false,false","1,1,1"," - , - , - "," - , - , - ","false,false,false"," - , - , - "," - , - , - "
288,國圖-圖書區,2023年09月11日 14:35,2023年09月21日 13:10,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2RBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e0763c18ba17050d1933fbcfb86d7326730bd731/%E5%9C%B0%E5%9C%96-01.png,"2930,2973,2976","星星隊：第一關圖書區,月亮三：第三關圖書區,太陽隊：第二關圖書區","2023年09月13日 10:06,2023年09月21日 10:16,2023年09月21日 11:22","2024年04月08日 11:54,2023年10月27日 09:41,2023年10月03日 23:51","https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png,https://api.lig.com.tw/ar_asset/hgdhrlj1n7nyqwxkqsgldjztgup4.png,https://api.lig.com.tw/ar_asset/dpzes927hdhk2rf5gn4qfd8ue54a.png","21,0,0"," - , - , - ","false,false,false","1,1,1"," - ,---
Excellent:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 33333
    play_count:
Perfect:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34240
    play_count:
GoodJob:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34241
    play_count:
, - "," - , - , - ","false,false,false"," - , - , - "," - , - , - "
289,國圖-創客區,2023年09月11日 14:36,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2hBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8f0f1f9b59dc7a2026e339aa18440912c41115d7/%E5%9C%B0%E5%9C%96-01.png,"2931,2970,2977","星星隊：第二關創客區,月亮隊：第一關創客區,太陽隊：第三區創客區","2023年09月13日 11:31,2023年09月21日 09:52,2023年09月21日 11:22","2024年04月08日 11:55,2023年09月21日 12:16,2023年09月27日 17:08","https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png	,https://api.lig.com.tw/ar_asset/hgdhrlj1n7nyqwxkqsgldjztgup4.png,https://api.lig.com.tw/ar_asset/dpzes927hdhk2rf5gn4qfd8ue54a.png","22,0,0"," - , - , - ","false,false,false","1,1,1"," - , - ,---
Excellent:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 33768
    play_count:
Perfect:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34331
    play_count:
GoodJob:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34332
    play_count:
"," - , - , - ","false,false,false"," - , - , - "," - , - , - "
