Id,Id [Coordinate system],Name [Coordinate system],Created at [Coordinate system],Updated at [Coordinate system],Client [Coordinate system],Info page url [Coordinate system],Tourist map [Coordinate system],Id [Scene],Name [Scene],Created at [Scene],Updated at [Scene],Thumbnail [Scene],Sort number [Scene],Activity [Scene],Game reset [Scene],Visibility [Scene],Actions [Scene],Credentials [Scene],Sc enabled [Scene],Room name [Scene],Game [Scene]
1524,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,2850,niho-bug,2023年08月01日 14:13,2023年08月01日 15:00, - ,0, - ,False,1, - , - ,False, - , - 
1525,64,mike demo,2021年11月02日 13:23,2021年11月02日 13:23, - , - ,<空>,2838,大稻埕-貨櫃碼頭,2023年07月25日 15:08,2024年03月19日 09:13,https://assets.lig.com.tw/ar_asset/nor4ah40ksojojj5glgbc3c0nqd9.png,0, - ,True,1, - , - ,False, - , - 
1531,272,ATT新,2023年08月07日 10:09,2023年08月07日 10:10,1, - ,<空>,2842,數字解謎-att,2023年07月27日 11:34,2023年07月27日 11:35, - ,0, - ,False,1, - , - ,False, - , - 
1538,276,桃園綠色方舟館-嘟嘟,2023年08月08日 13:18,2023年08月08日 13:18,1, - ,<空>,2864,綠色方舟館-桃園嘟嘟,2023年08月07日 22:21,2023年08月08日 16:04, - ,0, - ,False,1, - , - ,False, - , - 
1539,277,綠色方舟館-海底世界,2023年08月08日 13:41,2023年08月08日 13:41,1, - ,<空>,2858,海底世界-綠色方舟館,2023年08月04日 18:04,2023年12月01日 11:45,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,0, - ,False,1, - , - ,False, - , - 
1546,210,SunnyChen lightid=5469,2022年12月19日 16:45,2023年03月10日 16:09,1, - ,<空>,2658,測試設定透明度,2023年04月11日 14:07,2023年04月11日 14:07, - ,0, - ,False,1, - , - ,False, - , - 
1548,260,信義第二區第二關,2023年06月09日 15:36,2023年07月07日 11:40,1,https://cloud.lig.com.tw/messages/26,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWszIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cc676d74d7587ae5da9c6754296834e2eb26b659/%E7%AC%AC%E4%BA%8C%E9%97%9C_%E7%AC%AC%E4%BA%94%E9%97%9C%E5%AF%B6%E8%97%8F%E5%9C%B0%E5%9C%96.png,2807,粽邪第五關解謎,2023年06月29日 09:55,2023年07月12日 11:54, - ,100, - ,False,1, - , - ,False, - , - 
1555,210,SunnyChen lightid=5469,2022年12月19日 16:45,2023年03月10日 16:09,1, - ,<空>,1066,plain 辦公室測試1,2021年05月06日 12:56,2023年06月07日 12:15, - ,0, - ,False,1, - , - ,False, - , - 
1563,210,SunnyChen lightid=5469,2022年12月19日 16:45,2023年03月10日 16:09,1, - ,<空>,2850,niho-bug,2023年08月01日 14:13,2023年08月01日 15:00, - ,0, - ,False,1, - , - ,False, - , - 
1568,149,測試座標系,2022年09月02日 14:47,2023年06月02日 14:21,1, - ,<空>,2777,plain 辦公室測試2,2023年06月08日 15:58,2023年06月08日 15:58, - ,0, - ,False,1, - , - ,False, - , - 
1573,219,mike測試,2023年01月09日 15:01,2023年03月08日 11:31,1, - ,<空>,2884,大稻埕-貨櫃碼頭_導覽員複製-plain,2023年08月18日 00:03,2023年08月18日 00:09, - ,0, - ,True,1, - , - ,False, - , - 
1574,64,mike demo,2021年11月02日 13:23,2021年11月02日 13:23, - , - ,<空>,2884,大稻埕-貨櫃碼頭_導覽員複製-plain,2023年08月18日 00:03,2023年08月18日 00:09, - ,0, - ,True,1, - , - ,False, - , - 
1577,272,ATT新,2023年08月07日 10:09,2023年08月07日 10:10,1, - ,<空>,2871,貨櫃市集-元宇宙版,2023年08月11日 08:28,2023年08月19日 10:54, - ,0, - ,False,1, - , - ,False, - , - 
1581,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,1026,08-中央廣場前段_藝廊,2021年04月13日 18:14,2022年08月17日 17:37,https://api.lig.com.tw/upload/grid/6076c851e694aa02b12b3609.png	 ,3, - ,False,1, - , - ,False, - , - 
1612,149,測試座標系,2022年09月02日 14:47,2023年06月02日 14:21,1, - ,<空>,1066,plain 辦公室測試1,2021年05月06日 12:56,2023年06月07日 12:15, - ,0, - ,False,1, - , - ,False, - , - 
1614,281,杏子豬排信義威秀店 門口,2023年08月21日 10:36,2023年08月29日 11:29,1, - ,<空>,2897,豬排,2023年08月29日 10:27,2023年09月26日 10:20, - ,0, - ,False,1, - , - ,False, - , - 
1617,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,1934,擁恆_豬哥亮,2022年04月12日 13:09,2024年04月08日 11:55,https://api.lig.com.tw/ar_asset/9x4ep2rv0hgf9nu5pdhoow3oecvq.png,4, - ,False,1, - , - ,False, - , - 
1618,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,2653,光時代辦公室解謎,2023年04月10日 13:17,2024年04月08日 11:56, - ,5, - ,False,1, - , - ,False, - , - 
1619,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,2756,高雄市經發局-複製henry,2023年05月30日 17:57,2024年04月08日 11:56,https://api.lig.com.tw/ar_asset/2nc7k3w6b96d44ml6kykoz6rszw0.jpeg,16, - ,False,1, - , - ,False, - , - 
1647,251,殼上寫Henry,2023年05月05日 10:27,2023年06月27日 13:51,1, - ,<空>,2669,茂林新威旅客中心-咖啡廳,2023年04月17日 17:49,2024年04月08日 11:59, - ,11, - ,False,1, - , - ,False, - , - 
1650,261,信義第四區第二關,2023年06月09日 15:48,2023年09月06日 16:00,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbjgrIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f6695ab68f64f1a8c7359b98792267f758915a05/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E.png,2903,玩家1,2023年09月01日 14:25,2023年09月05日 17:42,https://api.lig.com.tw/ar_asset/6e7zakmlzeiozr0593qam5x1jvp8.png,0, - ,False,1, - , - ,False, - , - 
1651,261,信義第四區第二關,2023年06月09日 15:48,2023年09月06日 16:00,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbjgrIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f6695ab68f64f1a8c7359b98792267f758915a05/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E.png,2904,玩家2,2023年09月01日 14:29,2023年09月05日 17:43,https://api.lig.com.tw/ar_asset/lr8agnnzzmbdrlnfere4ov6frjyi.png,0, - ,False,1, - , - ,False, - , - 
1656,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,2912,自定義動作串,2023年09月05日 20:26,2023年09月05日 20:45, - ,0, - ,False,1,"---
examples:
- id: 13
  values:
    group:
    delay_time: 0.0
    obj_id: 31502
    play_count:
    time: 10.0
    direction_x: 0.0
    direction_y: 360.0
    direction_z: 0.0
", - ,False, - , - 
1662,282,杏子豬排 - 內部測試用,2023年08月21日 11:37,2023年09月08日 17:03,1, - ,<空>,2897,豬排,2023年08月29日 10:27,2023年09月26日 10:20, - ,0, - ,False,1, - , - ,False, - , - 
1665,282,杏子豬排 - 內部測試用,2023年08月21日 11:37,2023年09月08日 17:03,1, - ,<空>,2886,威許-六角-豬排,2023年08月21日 11:09,2023年08月21日 12:19, - ,1, - ,False,1, - , - ,False, - , - 
1676,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,2915,秉薪蘭園,2023年09月06日 11:30,2023年10月20日 14:13, - ,0, - ,False,1, - , - ,False, - , - 
1677,279,henry Test,2023年08月19日 20:53,2023年08月19日 20:53,1, - ,<空>,2929,星星隊：多功能新手練習區,2023年09月13日 00:31,2024年04月08日 11:43,https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png,20, - ,False,1, - , - ,False, - , - 
1682,287,國圖-多功能教室,2023年09月11日 11:13,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3BBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--86eec958051b056b105cf36e5e717f2353eee640/%E5%9C%B0%E5%9C%96-01.png,2929,星星隊：多功能新手練習區,2023年09月13日 00:31,2024年04月08日 11:43,https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png,20, - ,False,1, - , - ,False, - , - 
1683,288,國圖-圖書區,2023年09月11日 14:35,2023年09月21日 13:10,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2RBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e0763c18ba17050d1933fbcfb86d7326730bd731/%E5%9C%B0%E5%9C%96-01.png,2930,星星隊：第一關圖書區,2023年09月13日 10:06,2024年04月08日 11:54,https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png,21, - ,False,1, - , - ,False, - , - 
1684,289,國圖-創客區,2023年09月11日 14:36,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2hBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8f0f1f9b59dc7a2026e339aa18440912c41115d7/%E5%9C%B0%E5%9C%96-01.png,2931,星星隊：第二關創客區,2023年09月13日 11:31,2024年04月08日 11:55,https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png	,22, - ,False,1, - , - ,False, - , - 
1685,290,國圖-C影音區,2023年09月11日 14:36,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2xBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cfefa5e9f29c08eaaffc7ef99e8d985e4a5e3461/%E5%9C%B0%E5%9C%96-01.png,2932,星星隊：第三關影音區,2023年09月13日 12:16,2024年04月08日 11:56,https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png	,23, - ,False,1,"---
Excellent:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 32274
    play_count:
Perfect:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34238
    play_count:
GoodJob:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34239
    play_count:
", - ,False, - , - 
1725,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,2897,豬排,2023年08月29日 10:27,2023年09月26日 10:20, - ,0, - ,False,1, - , - ,False, - , - 
1749,287,國圖-多功能教室,2023年09月11日 11:13,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3BBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--86eec958051b056b105cf36e5e717f2353eee640/%E5%9C%B0%E5%9C%96-01.png,2969,月亮隊：多功能新手練習區,2023年09月21日 09:49,2023年10月03日 23:38,https://api.lig.com.tw/ar_asset/hgdhrlj1n7nyqwxkqsgldjztgup4.png,0, - ,False,1, - , - ,False, - , - 
1750,287,國圖-多功能教室,2023年09月11日 11:13,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3BBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--86eec958051b056b105cf36e5e717f2353eee640/%E5%9C%B0%E5%9C%96-01.png,2974,太陽隊：多功能新手練習區,2023年09月21日 10:20,2023年10月03日 23:38,https://api.lig.com.tw/ar_asset/dpzes927hdhk2rf5gn4qfd8ue54a.png,0, - ,False,1, - , - ,False, - , - 
1751,288,國圖-圖書區,2023年09月11日 14:35,2023年09月21日 13:10,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2RBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e0763c18ba17050d1933fbcfb86d7326730bd731/%E5%9C%B0%E5%9C%96-01.png,2973,月亮三：第三關圖書區,2023年09月21日 10:16,2023年10月27日 09:41,https://api.lig.com.tw/ar_asset/hgdhrlj1n7nyqwxkqsgldjztgup4.png,0, - ,False,1,"---
Excellent:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 33333
    play_count:
Perfect:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34240
    play_count:
GoodJob:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34241
    play_count:
", - ,False, - , - 
1752,289,國圖-創客區,2023年09月11日 14:36,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2hBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8f0f1f9b59dc7a2026e339aa18440912c41115d7/%E5%9C%B0%E5%9C%96-01.png,2970,月亮隊：第一關創客區,2023年09月21日 09:52,2023年09月21日 12:16,https://api.lig.com.tw/ar_asset/hgdhrlj1n7nyqwxkqsgldjztgup4.png,0, - ,False,1, - , - ,False, - , - 
1753,290,國圖-C影音區,2023年09月11日 14:36,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2xBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cfefa5e9f29c08eaaffc7ef99e8d985e4a5e3461/%E5%9C%B0%E5%9C%96-01.png,2971,月亮隊：第二關影音區,2023年09月21日 09:53,2023年09月21日 12:16,https://api.lig.com.tw/ar_asset/hgdhrlj1n7nyqwxkqsgldjztgup4.png,0, - ,False,1, - , - ,False, - , - 
1755,288,國圖-圖書區,2023年09月11日 14:35,2023年09月21日 13:10,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2RBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e0763c18ba17050d1933fbcfb86d7326730bd731/%E5%9C%B0%E5%9C%96-01.png,2976,太陽隊：第二關圖書區,2023年09月21日 11:22,2023年10月03日 23:51,https://api.lig.com.tw/ar_asset/dpzes927hdhk2rf5gn4qfd8ue54a.png,0, - ,False,1, - , - ,False, - , - 
1756,289,國圖-創客區,2023年09月11日 14:36,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2hBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8f0f1f9b59dc7a2026e339aa18440912c41115d7/%E5%9C%B0%E5%9C%96-01.png,2977,太陽隊：第三區創客區,2023年09月21日 11:22,2023年09月27日 17:08,https://api.lig.com.tw/ar_asset/dpzes927hdhk2rf5gn4qfd8ue54a.png,0, - ,False,1,"---
Excellent:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 33768
    play_count:
Perfect:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34331
    play_count:
GoodJob:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34332
    play_count:
", - ,False, - , - 
1757,290,國圖-C影音區,2023年09月11日 14:36,2023年09月21日 13:11,1,https://cloud.lig.com.tw/messages/59,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2xBIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cfefa5e9f29c08eaaffc7ef99e8d985e4a5e3461/%E5%9C%B0%E5%9C%96-01.png,2980,太陽隊：第一關影音區,2023年09月21日 12:04,2023年09月21日 12:17,https://api.lig.com.tw/ar_asset/dpzes927hdhk2rf5gn4qfd8ue54a.png,0, - ,False,1, - , - ,False, - , - 
1772,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,2988,拼圖遊戲測試-B拼圖,2023年09月22日 18:38,2023年09月22日 18:38, - ,0, - ,False,1, - , - ,False, - , - 
1775,200,高醫大校史館,2022年12月09日 18:42,2023年05月10日 16:17,1, - ,<空>,2402,高醫大校史館,2022年12月01日 13:41,2023年10月02日 10:36, - ,0, - ,False,1, - , - ,False, - , - 
1781,298,Henry Demo(940),2023年09月18日 10:46,2023年09月18日 10:46,1, - ,<空>,2653,光時代辦公室解謎,2023年04月10日 13:17,2024年04月08日 11:56, - ,5, - ,False,1, - , - ,False, - , - 
1782,298,Henry Demo(940),2023年09月18日 10:46,2023年09月18日 10:46,1, - ,<空>,2752,粽邪第二關解謎,2023年05月29日 13:34,2023年08月01日 09:32, - ,0, - ,False,1, - , - ,False, - , - 
1787,298,Henry Demo(940),2023年09月18日 10:46,2023年09月18日 10:46,1, - ,<空>,2759,粽邪第三關解謎,2023年05月31日 15:11,2023年08月01日 09:32, - ,0, - ,False,1, - , - ,False, - , - 
1788,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,2998,場景：點擊物件顯示徽章,2023年09月25日 14:33,2023年09月26日 16:35, - ,0, - ,False,1,"---
Excellent:
- id: 9
  values:
    group: 1
    delay_time: 0.0
    obj_id: 33938
    play_count:
- id: 9
  values:
    group: 1
    delay_time: 0.0
    obj_id: 33937
    play_count:
- id: 7
  values:
    group: 2
    delay_time: 0.0
    obj_id: 33936
    play_count:
- id: 15
  values:
    group: 3
    delay_time: 1.0
    obj_id: 33936
    time: 0.5
    scale: 1.2
- id: 15
  values:
    group: 4
    delay_time: 1.0
    obj_id: 33936
    time: 0.5
    scale: 0.83333
Perfect:
- id: 9
  values:
    group: 1
    delay_time: 0.0
    obj_id: 33938
    play_count:
- id: 9
  values:
    group: 1
    delay_time: 0.0
    obj_id: 33936
    play_count:
- id: 7
  values:
    group: 2
    delay_time: 0.0
    obj_id: 33937
    play_count:
- id: 15
  values:
    group: 3
    delay_time: 1.0
    obj_id: 33937
    time: 0.5
    scale: 1.2
- id: 15
  values:
    group: 4
    delay_time: 1.0
    obj_id: 33937
    time: 0.5
    scale: 0.83333
GoodJob:
- id: 9
  values:
    group: 1
    delay_time: 0.0
    obj_id: 33936
    play_count:
- id: 9
  values:
    group: 1
    delay_time: 0.0
    obj_id: 33937
    play_count:
- id: 7
  values:
    group: 2
    delay_time: 0.0
    obj_id: 33938
    play_count:
- id: 15
  values:
    group: 3
    delay_time: 1.0
    obj_id: 33938
    time: 0.5
    scale: 1.2
- id: 15
  values:
    group: 4
    delay_time: 1.0
    obj_id: 33938
    time: 0.5
    scale: 0.83333
", - ,False, - , - 
1789,298,Henry Demo(940),2023年09月18日 10:46,2023年09月18日 10:46,1, - ,<空>,2943,【0915拍照用】RC_綠能竹東_中秋節_00樹上,2023年09月15日 13:41,2023年09月17日 14:35, - ,0, - ,False,1, - , - ,False, - , - 
1807,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3013,RC_星竹東,2023年09月27日 17:00,2023年10月28日 08:59,https://assets.lig.com.tw/ar_asset/pbeslj79u8psnl5qmus84cepg6y4.jpg,0, - ,False,1, - , - ,False, - , - 
1808,300,測試4503,2023年09月27日 19:44,2023年09月27日 19:44,1, - ,<空>,2374,高雄市經發局,2022年11月23日 09:05,2023年12月29日 09:32,https://api.lig.com.tw/ar_asset/2nc7k3w6b96d44ml6kykoz6rszw0.jpeg,0, - ,False,1, - , - ,False, - , - 
1809,300,測試4503,2023年09月27日 19:44,2023年09月27日 19:44,1, - ,<空>,2909,RC_綠能竹東_中秋節_00樹上,2023年09月05日 13:54,2024年05月17日 14:17, - ,0, - ,True,1, - , - ,False, - , - 
1817,297,星竹東,2023年09月16日 09:34,2023年11月13日 00:30,1,https://lig.tw/i_intro_3_constellation,<空>,3013,RC_星竹東,2023年09月27日 17:00,2023年10月28日 08:59,https://assets.lig.com.tw/ar_asset/pbeslj79u8psnl5qmus84cepg6y4.jpg,0, - ,False,1, - , - ,False, - , - 
1846,256,銘傳招生4F,2023年05月24日 17:25,2023年05月24日 17:25,1, - ,<空>,3016,mcu,2023年10月03日 15:19,2023年10月03日 15:19, - ,0, - ,False,1, - , - ,False, - , - 
1854,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3044,小童冒險家,2023年10月12日 07:55,2023年10月12日 07:55, - ,0, - ,False,1, - , - ,False, - , - 
1855,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3045,青壯年探索者,2023年10月12日 07:55,2023年11月30日 17:48, - ,0, - ,False,1, - , - ,False, - , - 
1856,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3046,資深回憶者,2023年10月12日 07:55,2023年10月12日 07:55, - ,0, - ,False,1, - , - ,False, - , - 
1857,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3047,小公主夢想家,2023年10月12日 07:55,2023年10月12日 07:57, - ,0, - ,False,1, - , - ,False, - , - 
1858,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3048,都市時尚達人,2023年10月12日 07:56,2023年11月30日 17:48, - ,0, - ,False,1, - , - ,False, - , - 
1859,32,光時代辦公室測試用366,2021年03月17日 19:00,2023年08月17日 10:15,1,https://tw.yahoo.com/,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmMwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9046a8485930626b5d7131c4a66254dfc7ea1d27/%E8%8C%82%E6%9E%97%E5%B0%8F%E5%9C%B0%E5%9C%96-02.png,3049,優雅藝術愛好者,2023年10月12日 07:56,2023年10月12日 07:57, - ,0, - ,False,1, - , - ,False, - , - 
